Chisq rho_SiOx rho_Cr rho_Au d_oxide d_Cr d_Au l_tether l_lipid1 dl_lipid_on1 dl_lipid_off penetration nf_tether mult_tether vf_bilayer ExProtons scalarmult_off1 scalarmult_off2 d_on1 d_on2 d_on3 d_on4 d_on5 d_on6 d_on7 vf_on1 vf_on2 vf_on3 vf_on4 vf_on5 vf_on6 rho_solv_0 rho_solv_1 rho_solv_h2o rho_solv_5 global_rough sigma rough_au_cr background_1 background_2 background_3 background_4 background_5
2.48328 3.6119132e-06 4.1490232e-06 4.441138e-06 7.543328 36.16296 112.66082 14.288734 13.225682 1.53144 -0.11588 -3.635824 0.5830585 3.5907499 0.999876 0.7513792 0.7294555 0.5279338 11.283292 10.935444 11.287616 10.504904 10.953552 9.299012 11.914312 0.2369346 0.4473642 0.230655 0.2423448 0.0726957 0.0807729 6.14242784e-06 3.7608006e-06 -5.0353586e-07 3.8904576e-06 4.07024 3.51989 5.066168 5.56076368e-07 2.502314637e-06 2.312297648e-06 2.958813319e-06 1.132098735e-06
2.70397 3.682074e-06 4.0942867e-06 4.4529442e-06 5.0005229855 39.13076 111.7271 14.207392 13.305244 -2.147944 -0.112656 -1.559976 0.75578 2.3637736 0.9913752 0.6998292 0.6172525 0.595486 12.317532 10.114172 9.0754384 9.943848 11.616668 11.378312 10.811084 0.430125 0.482289 0.2193264 0.243696 0.0540546 0.0600606 6.14437568e-06 3.7609668e-06 -5.28346884e-07 3.8900956e-06 4.642544 3.0578 4.41082 8.49362788e-07 2.809168254e-06 2.779769135e-06 2.321045898e-06 1.252894571e-06
2.76602 3.7085956e-06 4.1297182e-06 4.4396905e-06 5.43384995 37.35344 113.26812 14.381875 13.09845 2.447 -0.603184 -7.4993304 0.655713 3.7483084 0.997956 0.82467 0.7462162 0.6340762 9.2828612 11.615808 9.72992 10.357772 9.826676 9.71992 9.982748 0.06855 0.241671 0.4954848 0.0971748 0.0957864 0.0932136 6.14429792e-06 3.760281e-06 -5.10408426e-07 3.8884632e-06 4.55754 3.122039 5.620072 5.56615828e-07 2.612517592e-06 1.802884551e-06 2.179579197e-06 1.725000131e-06
2.69614 3.6136248e-06 4.099592e-06 4.4399908e-06 5.1375389 37.26306 114.11964 14.213269 13.291482 -0.266696 0.19224 -7.171848 0.5062285 3.8785627 0.9999876 0.53176136 0.6700654 0.6271723 11.05344 10.34112 10.76516 10.58486 11.341972 10.195544 11.376676 0.1063896 0.3766392 0.380268 0.03252864 0.0361428 0.00965625 6.14436224e-06 3.7597908e-06 -4.83274564e-07 3.8847332e-06 3.764972 3.552431 2.1438284 6.05835559e-07 2.352714563e-06 2.065591999e-06 1.987107699e-06 1.638597415e-06
2.99358 3.753216e-06 4.137695e-06 4.4427265e-06 5.36290925 39.2481 111.43002 14.330314 13.087852 1.73828 0.082952 -6.440616 0.5062993 5.161375 0.9974864 0.7718204 0.6899158 0.5213197 12.373964 11.584996 11.578144 11.111964 10.0302 12.223836 12.028504 0.11409 0.4579044 0.1626738 0.164148 0.0509943 0.0039729 6.14402048e-06 3.7615032e-06 -4.81061452e-07 3.8804932e-06 4.338184 3.770606 5.266904 8.10021169e-07 2.499370226e-06 2.057758566e-06 2.728349421e-06 1.808928342e-06
3.00221 3.5791312e-06 4.1393083e-06 4.4280844e-06 6.0406025 40.24648 110.67696 14.705821 13.036654 -1.322888 -0.018424 -3.23356 0.574413 4.467088 0.9999824 0.5622968 0.4295854 0.4295854 11.768756 12.745284 10.809012 10.594864 11.899384 10.373 11.794712 0.1825014 0.5545158 0.0819948 0.0911052 0.1012281 0.01486356 6.14364512e-06 3.7603884e-06 -4.92365056e-07 3.8851928e-06 4.439356 3.483407 5.085252 9.47624428e-07 2.304999108e-06 2.133163482e-06 2.369711163e-06 8.10708026e-07
2.80639 3.4466236e-06 4.1281179e-06 4.4348134e-06 5.00011167155 39.75392 112.43036 14.649355 13.35087 -1.167576 0.56764 -3.351712 0.5749645 3.1996207 0.9998808 0.61113 0.3555208 0.3088324 10.453488 9.945768 10.857404 11.540816 11.516348 12.272832 11.1147 0.2543544 0.4327068 0.2440482 0.218871 0.1076118 0.0487986 6.14373632e-06 3.761709e-06 -4.86970886e-07 3.8881944e-06 3.816252 4.30193 5.15528 8.78167954e-07 2.08303351e-06 1.932148693e-06 1.959738174e-06 1.411242895e-06
2.61942 3.7796704e-06 4.1235952e-06 4.4317438e-06 5.0001570707 34.36534 115.98716 14.55643 13.220852 0.834752 -0.136256 -5.04912 0.64557 3.2910175 0.9933 0.7848412 0.5238874 0.4464802 12.282576 10.238376 12.316364 12.234552 9.604572 11.704208 11.53568 0.262485 0.5012358 0.2832342 0.1029528 0.1143921 0.0405948 6.14257568e-06 3.7601124e-06 -4.92685768e-07 3.883866e-06 4.88516 2.828285 2.07414 7.22899378e-07 2.622630569e-06 3.275065056e-06 2.262592591e-06 1.29699075e-06
3.03004 3.5901972e-06 4.2023648e-06 4.44409e-06 6.801611 42.03904 105.82412 16.328431 13.317844 -2.39996 -0.57736 -6.450912 0.5891745 3.873286 0.9999996 0.588274 0.4117222 0.3731464 10.211684 12.207256 12.355252 11.249624 11.909956 9.60464 12.352432 0.329835 0.4034256 0.1856454 0.1759434 0.0762183 0.0584784 6.14446592e-06 3.7629072e-06 -5.01280916e-07 3.8876268e-06 4.877684 3.548756 5.113572 9.62034004e-07 3.034158247e-06 1.591391858e-06 2.843441398e-06 1.82298553e-06
3.18943 3.7249688e-06 4.1676431e-06 4.4397838e-06 5.644085 39.00842 111.75854 14.448907 12.857762 -0.331144 0.49572 -7.458 0.8151655 2.8134316 0.9999656 0.7389968 0.8105833 0.3278503 9.1545996 9.03065336 12.245424 11.15886 11.987988 11.847628 12.531584 0.2454432 0.330969 0.3243492 0.2897754 0.1487337 0.02412081 6.14075072e-06 3.7605804e-06 -4.39057476e-07 3.886242e-06 4.645032 3.872948 4.59824 3.18345337e-07 2.61892631e-06 3.040426993e-06 1.777129703e-06 1.710987934e-06
2.99623 3.6957272e-06 4.0924693e-06 4.4416543e-06 5.00008287155 37.83286 113.39066 14.163598 13.11714 -1.92584 -0.156088 -6.65668 0.646094 3.605887 0.9999192 0.686994 0.6062509 0.6050701 12.362152 11.244236 9.551584 10.650976 9.3175424 12.719396 12.094336 0.195345 0.4761678 0.3911454 0.1191498 0.1323885 0.0477876 6.14433344e-06 3.7596516e-06 -4.79000894e-07 3.8884604e-06 4.828248 3.021101 3.952356 7.25126149e-07 3.037257627e-06 2.209453221e-06 2.966326816e-06 1.015317096e-06
2.91765 3.5575952e-06 4.1624574e-06 4.4327812e-06 5.00000890163 41.01468 110.23542 14.069053 13.067874 1.733512 0.54252 -3.8262 0.6175975 3.5955811 0.9985212 0.5771704 0.6906493 0.3972106 12.188968 10.58564 10.68388 9.0884768 11.435872 10.359392 10.189032 0.1808772 0.4822818 0.2035284 0.2029662 0.0450288 0.01545558 6.14351552e-06 3.761409e-06 -4.66579778e-07 3.89375e-06 3.876112 3.698984 4.68604 7.07515777e-07 1.833928341e-06 1.77404532e-06 2.197545603e-06 2.03724267e-06
2.78921 3.5108132e-06 4.1385205e-06 4.4201875e-06 6.077012 39.12362 111.26778 14.507524 13.33246 0.886128 0.07968 -3.906184 0.53996375 3.6887005 0.9999912 0.8097444 0.7494481 0.6269347 9.0604488 11.494084 11.083752 9.0496644 11.243444 10.56412 9.1084764 0.03744864 0.428379 0.2640654 0.231216 0.02405538 0.02312931 6.14448512e-06 3.7606908e-06 -5.624518164e-07 3.8849672e-06 3.855228 3.989879 5.571464 8.76530593e-07 1.994491222e-06 1.874565212e-06 1.9081185e-06 1.460353071e-06
2.60089 3.5869204e-06 4.0977538e-06 4.4385031e-06 5.4288527 36.84612 114.0085 14.358412 13.272106 -0.137432 0.243512 -7.8961576 0.51899835 4.2241816 0.9962084 0.861616 0.6911344 0.565696 12.055868 9.512532 10.585568 10.936536 9.1433456 11.777212 12.168688 0.131538 0.4102458 0.4613922 0.0716754 0.0796392 0.0683217 6.14219168e-06 3.7599642e-06 -4.95030186e-07 3.890152e-06 3.96704 3.030995 3.26122 5.45901553e-07 2.365257054e-06 1.774460237e-06 2.316246858e-06 9.98245511e-07
2.7294 3.6445852e-06 4.0806497e-06 4.4322637e-06 5.0644886 36.42216 114.19538 14.697091 13.112366 1.219976 -0.13752 -2.847864 0.6104615 3.725083 0.9999944 0.756508 0.7671223 0.7671223 10.177888 10.410688 11.097876 11.412112 11.68846 11.26048 9.801056 0.1397934 0.4287996 0.0753228 0.03723972 0.0378264 0.0412161 6.143936e-06 3.7605558e-06 -4.91126198e-07 3.890692e-06 4.21366 3.602237 3.918928 6.73635691e-07 2.605718952e-06 1.651544825e-06 2.901974689e-06 1.365162113e-06
2.74705 3.7631416e-06 4.1371646e-06 4.4365003e-06 5.18501345 36.9695 112.89268 14.455522 13.36529 1.423064 -0.126112 -7.8528784 0.51184295 4.2516244 0.9989976 0.7526868 0.6251572 0.5447413 9.455664 9.846108 10.543988 11.05994 9.999708 10.9695 12.793248 0.0709386 0.1116282 0.527565 0.1771524 0.1968363 0.01594014 6.14385152e-06 3.7603626e-06 -5.17763056e-07 3.8884368e-06 4.60138 3.398618 5.186356 5.79955465e-07 2.883363412e-06 2.851644757e-06 2.88372334e-06 1.371455854e-06
2.63756 3.6033976e-06 4.1230661e-06 4.4357362e-06 5.28939725 37.38226 113.20328 14.368132 13.159966 -2.232296 -0.179248 -5.173384 0.5588865 4.5407143 0.9990848 0.7245828 0.5521258 0.5506345 9.3665284 11.947316 12.039484 11.577456 12.573212 10.86196 10.767004 0.2717478 0.3098214 0.2972196 0.2247504 0.099054 0.0419199 6.14156864e-06 3.7606146e-06 -4.958069e-07 3.8913224e-06 5.02196 2.851973 4.309056 8.44201954e-07 2.531153868e-06 2.648845325e-06 2.947045673e-06 1.474250291e-06
2.63298 3.71608e-06 4.1440845e-06 4.4446516e-06 5.0005544765 41.44946 109.1041 14.535856 13.0407 1.705576 -0.430336 -3.574208 0.726479 3.3253507 0.996 0.5637224 0.6703273 0.594892 10.402072 10.608588 9.664728 9.3987724 10.45972 10.124172 11.13886 0.1637952 0.4562976 0.220455 0.24495 0.1142964 0.02480208 6.14365952e-06 3.7602852e-06 -5.44035378e-07 3.8884692e-06 4.737948 3.270344 5.115748 8.85229885e-07 2.224075296e-06 2.782358617e-06 1.959353251e-06 1.286582832e-06
2.82771 3.7735404e-06 4.1081018e-06 4.4304253e-06 5.00004223844 38.30842 112.69324 14.278618 13.017642 -1.261048 0.412152 -6.583576 0.594099 4.1587723 0.9994532 0.6478384 0.6335488 0.4849435 11.636048 12.240852 11.2438 9.0484268 9.904316 10.834596 10.27968 0.0944616 0.4937058 0.2405946 0.2304762 0.0986046 0.0653313 6.144032e-06 3.76002e-06 -5.36673942e-07 3.8866776e-06 4.820256 3.057914 4.44788 8.20942237e-07 2.386452814e-06 2.0735854e-06 2.373320441e-06 1.441626817e-06
2.89926 3.4818572e-06 4.0952734e-06 4.4338978e-06 5.00009607545 36.54672 115.9747 14.346217 12.936148 3.977984 -0.22948 -3.488968 0.50985325 5.179096 0.9998456 0.606346 0.8189065 0.7978393 12.370656 11.180388 10.93828 10.314272 9.3122692 9.1588336 9.52326 0.150135 0.4301814 0.0909534 0.1010592 0.02633553 0.0292617 6.14339552e-06 3.7631004e-06 -4.67675378e-07 3.88712e-06 4.610468 3.33974 5.468444 9.95076928e-07 2.450025097e-06 2.504639172e-06 2.369946116e-06 1.319481251e-06
2.55495 3.6136804e-06 4.172444e-06 4.4361094e-06 5.2133981 42.12532 108.7114 14.452039 13.160792 2.67024 -0.404528 -4.298472 0.7932565 2.675386 0.999974 0.6481144 0.7479955 0.7419214 12.075432 10.748492 11.526148 9.138524 10.405768 10.920552 9.0372922 0.1560024 0.2950626 0.2238462 0.1407528 0.00684168 0.002036886 6.14370272e-06 3.7607556e-06 -4.81700718e-07 3.8913248e-06 4.74172 3.357404 4.396352 7.63329907e-07 2.813502387e-06 1.58983217e-06 2.46565697e-06 1.390761992e-06
2.74246 3.628168e-06 4.1699948e-06 4.4452387e-06 5.021927105 40.01852 110.72238 14.464603 13.151748 3.10116 0.016944 -2.822392 0.51827075 4.5673354 0.9999972 0.502932716 0.5183056 0.5183011 12.378128 9.450016 9.0753368 11.028028 9.914764 12.302156 11.232284 0.2008104 0.488148 0.18 0.18867 0.087588 0.001055964 6.1433936e-06 3.7603206e-06 -4.3779903e-07 3.8871032e-06 4.597052 3.917987 5.318704 7.52858389e-07 2.428769349e-06 1.429929157e-06 1.928629397e-06 1.080164124e-06
2.68784 3.675246e-06 4.1194781e-06 4.4401696e-06 5.00030990285 34.41188 116.44918 14.37742 13.005042 -0.290504 -0.669968 -5.83808 0.7171005 3.2617036 0.9994504 0.600476 0.4392874 0.4359151 10.922432 9.1288948 10.669576 12.163364 11.628508 9.727312 12.282096 0.3494406 0.3997188 0.3480594 0.1901208 0.1237893 0.1287693 6.14241056e-06 3.758445e-06 -4.39513478e-07 3.8866796e-06 5.277688 3.08174 2.789872 6.91751557e-07 2.695351022e-06 3.512712517e-06 2.943701342e-06 1.223080535e-06
2.86761 3.5957116e-06 4.1381591e-06 4.4441179e-06 5.2689425 37.5282 113.0152 14.636503 13.136166 -1.13852 -0.052752 -2.640152 0.5158454 4.4516539 0.9999828 0.6258572 0.5470885 0.4356415 10.61638 11.951388 9.1533792 11.359792 9.674156 10.074424 11.848676 0.380484 0.4896024 0.2569014 0.2854458 0.0518316 0.0315876 6.14353952e-06 3.761184e-06 -5.04890586e-07 3.8948284e-06 3.549888 3.63698 5.969872 8.35006159e-07 2.350005105e-06 1.712597612e-06 2.100210074e-06 1.8346332e-06
2.84069 3.6502716e-06 4.1358191e-06 4.4410162e-06 5.00004992165 39.8826 111.13406 14.540527 12.959962 0.17896 0.407648 -4.091224 0.7027555 3.4048972 0.9977312 0.7429408 0.6458311 0.6314563 11.729292 11.547648 11.448952 12.177608 10.485312 9.860908 12.824408 0.2557458 0.3402102 0.4141476 0.0675876 0.00422505 0.0046944 6.1446944e-06 3.7606608e-06 -5.05594592e-07 3.89031e-06 5.047696 3.114314 4.2923 6.415588e-07 2.928939295e-06 3.09393129e-06 2.728164458e-06 1.482558629e-06
2.89849 3.489812e-06 4.1081564e-06 4.4636977e-06 5.2760165 40.26986 110.40284 14.76991 13.284622 -1.047448 -0.406 -7.860424 0.51056935 4.3843537 0.999986 0.50436292 0.6646969 0.445834 11.190932 11.438228 9.447348 9.818032 9.964264 11.029132 10.59274 0.0753894 0.339909 0.2782848 0.2176818 0.1334589 0.01788426 6.14393312e-06 3.7609794e-06 -5.21123062e-07 3.884214e-06 3.839436 4.312829 5.222136 6.18309073e-07 2.256578794e-06 1.984358249e-06 2.304359236e-06 6.38012572e-07
2.93227 3.41341368e-06 4.1498227e-06 4.4209903e-06 7.8099935 37.12366 111.83262 14.271814 13.296872 0.25836 0.929032 -4.084616 0.5137044 3.8209843 0.9999884 0.5638908 0.5341411 0.3770668 10.243744 10.839036 9.433028 9.1104676 10.29594 9.2827404 9.1660924 0.132954 0.4834818 0.321774 0.2247798 0.1027341 0.1141491 6.14369792e-06 3.7608528e-06 -4.84328498e-07 3.891718e-06 2.434032 3.781157 3.159024 6.20025355e-07 2.938737335e-06 2.503619376e-06 1.105164123e-06 1.727179695e-06
2.87021 3.4348156e-06 4.1443887e-06 4.4471128e-06 5.00001027895 43.54326 108.57604 14.096944 13.105688 -2.178032 0.274792 -4.457272 0.645572 3.4667722 0.998978 0.5562484 0.6730768 0.4877947 12.516712 10.144004 11.08196 10.20088 9.987712 11.762644 10.043244 0.220464 0.3860916 0.1380642 0.1534038 0.1704489 0.00672756 6.14484032e-06 3.7571478e-06 -4.82268936e-07 3.8892884e-06 5.053492 3.059846 2.299562 8.10505684e-07 3.022135652e-06 1.834573212e-06 3.015856908e-06 1.682558621e-06
2.81739 3.7081188e-06 4.1521978e-06 4.4427109e-06 5.2199114 40.08496 110.4353 14.533732 13.180756 0.976496 -0.466696 -5.521536 0.50415789 4.7292202 0.999996 0.7601272 0.7325425 0.6279454 9.02018228 11.456856 9.570484 10.492728 10.451012 10.396512 11.055488 0.1454994 0.3768234 0.4878792 0.1396056 0.1455417 0.0681852 6.14425184e-06 3.761463e-06 -4.5747335e-07 3.8858444e-06 4.358116 3.372347 5.598872 7.93780426e-07 2.63772255e-06 1.993576405e-06 2.009318256e-06 9.43956371e-07
2.79656 3.669758e-06 4.1383229e-06 4.4251774e-06 5.0001699002 37.23638 113.6418 14.639743 13.07948 -0.592296 0.590848 -3.047912 0.7316705 2.7792271 0.9999472 0.6973276 0.5529232 0.5197537 9.414728 9.807788 11.069992 11.650116 12.050548 10.616012 10.240996 0.2567496 0.4443198 0.261252 0.061521 0.0485025 0.0537945 6.1440176e-06 3.7610736e-06 -4.956243e-07 3.8880328e-06 4.792164 3.412424 5.769508 7.36301962e-07 3.026449789e-06 3.211317808e-06 2.990921896e-06 1.37502514e-06
2.68857 3.5416804e-06 4.1433084e-06 4.4359855e-06 5.1196586 39.33436 111.6541 14.473864 13.13373 0.333704 -0.193488 -3.665544 0.6032715 3.8670688 0.9989204 0.8529788 0.6784075 0.2933389 11.491452 10.003012 11.864116 10.414252 10.51792 11.736768 10.502964 0.295008 0.4404114 0.3277404 0.193224 0.0960963 0.1067736 6.14383616e-06 3.7601418e-06 -4.59046698e-07 3.8832452e-06 4.68104 3.345263 4.571436 8.57568574e-07 2.6229755e-06 2.820895908e-06 2.418291445e-06 1.414727198e-06
2.7471 3.7399064e-06 4.1041745e-06 4.4374996e-06 5.00006820155 34.48204 115.88612 14.981158 13.240928 -0.097592 -0.029368 -6.0002 0.53385675 4.4028469 0.996 0.7021336 0.5079682 0.4958128 11.726108 9.982268 10.492192 9.879152 10.51814 10.884696 10.317992 0.2211048 0.4964874 0.1790274 0.187722 0.1033764 0.1148628 6.14357408e-06 3.7616376e-06 -4.78969188e-07 3.8867544e-06 4.436088 3.335435 2.992556 8.61226912e-07 2.453089484e-06 2.327939519e-06 2.205374037e-06 1.134548245e-06
2.84307 3.723698e-06 4.1108396e-06 4.4340124e-06 5.1411677 37.69494 113.37726 14.378122 12.879966 -0.032688 0.027448 -2.907792 0.770954 3.0040363 0.9999644 0.6201292 0.5328676 0.5083984 9.515088 11.438832 10.07576 9.0447368 10.571592 10.46862 12.082636 0.2958282 0.4155774 0.3943014 0.266757 0.0052701 0.00470079 6.14313344e-06 3.75921e-06 -4.36557682e-07 3.88781e-06 4.644292 3.431165 4.923004 4.42973584e-07 3.069561165e-06 3.034778123e-06 2.145431028e-06 1.604789178e-06
2.76686 3.41972656e-06 4.1409333e-06 4.4316148e-06 5.0419418 40.12236 110.82918 14.55526 13.263454 1.788032 -0.835296 -1.555288 0.6622055 3.2736529 0.999984 0.627344 0.7127083 0.7015492 9.790948 10.990308 12.161056 10.02182 9.2171008 10.049396 9.13015 0.2743128 0.3996102 0.2554374 0.0940932 0.02084037 0.01312248 6.1423952e-06 3.7615992e-06 -5.26662814e-07 3.8826024e-06 4.3247 3.385601 4.747576 7.42147111e-07 2.660987896e-06 2.049200278e-06 2.388957313e-06 1.021255908e-06
2.70626 3.5593536e-06 4.0798931e-06 4.4314078e-06 5.526077 34.08144 117.26368 15.034429 13.04112 2.366312 -0.27428 -6.462664 0.690948 3.3406957 0.9999924 0.8150016 0.7377913 0.6499288 12.331128 11.127784 12.685896 11.747312 10.29418 10.902236 11.263536 0.155778 0.3682626 0.1821282 0.176823 0.00999213 0.01110237 6.14522912e-06 3.7598928e-06 -5.12643616e-07 3.8856716e-06 4.310052 3.888125 2.915736 8.14698487e-07 2.509323235e-06 2.626814732e-06 1.896095905e-06 1.470661009e-06
2.54734 3.5149892e-06 4.1310429e-06 4.4389162e-06 5.631008 37.47614 113.07142 14.860909 13.385072 -0.720232 0.14864 -3.360096 0.5305053 3.3009472 0.9999932 0.81369 0.7387678 0.7355701 11.084972 9.0879704 9.03133992 10.368276 9.727932 9.624704 9.497644 0.02809686 0.5718096 0.1542174 0.03269556 0.02294424 0.00924429 6.14241056e-06 3.7607622e-06 -4.87283464e-07 3.8818952e-06 3.672288 3.834188 4.956396 8.796205e-07 2.496430814e-06 1.775175094e-06 1.473095522e-06 1.239092332e-06
2.65997 3.5755516e-06 4.13594e-06 4.4436145e-06 5.40835925 41.54752 108.99368 14.796721 13.101334 -0.041504 0.290952 -2.044568 0.612214 4.1106682 0.9999812 0.6767776 0.5169349 0.5105485 10.120812 9.977804 9.1709272 9.081412 11.268656 11.415176 9.0531996 0.153618 0.4435692 0.352545 0.0799254 0.0884877 0.00516576 6.14299424e-06 3.7608258e-06 -4.97055718e-07 3.887818e-06 4.549948 3.621101 4.542764 4.54812733e-07 2.9914018e-06 1.724740183e-06 2.151244865e-06 1.372105724e-06
2.68851 3.7114812e-06 4.0759827e-06 4.4449495e-06 6.2395835 35.2365 114.29608 14.287555 13.312888 -0.532176 -0.283424 -5.872984 0.5268052 4.0399129 0.999988 0.818826 0.692776 0.6055651 11.30446 12.247836 10.9411 11.000276 9.96054 9.2778888 9.887916 0.1273566 0.3234762 0.466917 0.079854 0.01375839 0.0152871 6.14374208e-06 3.7607712e-06 -5.554608758e-07 3.8881124e-06 4.2914 3.591614 4.852612 7.1802226e-07 2.591846727e-06 1.520101119e-06 2.550055087e-06 1.533503438e-06
2.70162 3.6656112e-06 4.1848759e-06 4.4152861e-06 5.4686615 35.0598 114.7193 15.190777 13.303088 -1.793448 0.521688 -4.928392 0.5712545 3.2091742 0.9999976 0.6906796 0.6133582 0.5149432 11.211112 11.374472 10.211184 9.2184296 11.37268 10.80506 11.49644 0.0971508 0.537258 0.212727 0.0693 0.0429423 0.0477135 6.14534624e-06 3.7614456e-06 -5.580588754e-07 3.89234e-06 4.444316 3.887819 3.075024 5.57395048e-07 3.211102851e-06 2.256308848e-06 2.520560987e-06 1.349550236e-06
2.89226 3.5842856e-06 4.1108955e-06 4.4457913e-06 6.215351 39.51018 110.88658 14.808871 13.13114 1.692344 0.093552 -7.5484152 0.598838 4.2132223 0.9999984 0.7132664 0.5535532 0.5453632 9.655368 10.439056 9.54324 10.42598 10.411216 9.1036184 9.468124 0.0336201 0.287613 0.4055118 0.1372908 0.1525452 0.0978954 6.1426976e-06 3.7603902e-06 -5.503645928e-07 3.8842848e-06 4.77068 3.791606 4.439844 6.86680633e-07 2.394791146e-06 2.368066492e-06 2.485468007e-06 1.720576016e-06
2.80884 3.7233056e-06 4.1043786e-06 4.436596e-06 5.35697825 33.5518 117.42562 13.927942 12.85835 -0.432728 -0.149712 -4.284552 0.746911 3.1667725 0.9988356 0.5678372 0.5494654 0.435259 9.91412 9.1605508 10.357564 11.481924 9.15207 11.219676 10.475152 0.166053 0.5400648 0.3844326 0.1384884 0.0574731 0.0638589 6.14430272e-06 3.7594374e-06 -4.59294702e-07 3.8886952e-06 4.588792 2.947676 4.918292 9.65345689e-07 2.304599188e-06 1.888047515e-06 2.579099277e-06 1.491921756e-06
2.56705 3.7755556e-06 4.1030838e-06 4.4368204e-06 5.0006100425 36.03992 114.35284 14.791447 13.163172 0.799224 0.303536 -2.157024 0.5743585 4.1613958 0.9964864 0.7505552 0.6805594 0.5820454 9.000760124 10.330096 11.96418 10.875864 10.573148 11.749636 10.964916 0.1102242 0.4795152 0.282582 0.1030956 0.00419043 0.00440493 6.14428928e-06 3.7607208e-06 -5.3228706e-07 3.886512e-06 4.809588 3.340001 5.496748 8.59082059e-07 2.676839725e-06 1.926239875e-06 2.167001713e-06 1.396880768e-06
2.79961 3.5898876e-06 4.1536187e-06 4.4498062e-06 5.00002486957 42.39554 108.37492 14.93758 13.283432 -3.085936 -0.561704 -6.72824 0.6308875 3.7700092 0.9972208 0.8836552 0.7244119 0.7244119 12.98664 10.8629 10.885412 10.070408 9.83618 10.73568 11.238972 0.3053664 0.3256518 0.1476222 0.1157292 0.0925083 0.0383508 6.14361536e-06 3.7612494e-06 -4.793314e-07 3.8913316e-06 4.87854 3.472292 3.250016 7.37244019e-07 2.784683152e-06 2.694631166e-06 2.180004112e-06 1.832613604e-06
2.86697 3.7427288e-06 4.1199955e-06 4.4428816e-06 5.0000533961 36.79122 114.11898 14.335624 13.167708 -0.63056 -0.284184 -4.662864 0.752256 2.8284499 0.9890848 0.50533796 0.6782203 0.5203144 12.174688 9.983928 9.73706 9.713412 11.090972 11.764292 11.809716 0.1757754 0.4689552 0.3087852 0.1580172 0.079473 0.0883032 6.14435936e-06 3.7596522e-06 -4.78885358e-07 3.8868624e-06 5.00952 2.963729 5.395436 7.79599621e-07 2.94296149e-06 2.43666277e-06 2.67736462e-06 1.142336687e-06
2.77108 3.6378356e-06 4.0986677e-06 4.444861e-06 5.39633435 37.92608 113.41612 14.261536 13.042282 2.391264 0.17696 -4.841872 0.6405785 3.8521198 0.9999728 0.615858 0.7137208 0.4429549 11.79356 11.862052 12.442896 9.0238392 11.286212 9.0767124 10.996332 0.1145472 0.4766388 0.276426 0.1557912 0.00562848 0.0036339 6.14401664e-06 3.7598862e-06 -4.97014716e-07 3.8831984e-06 4.142416 3.446738 4.333356 7.52143105e-07 2.073195478e-06 2.399785147e-06 2.030703978e-06 5.61112955e-07
2.66995 3.42915912e-06 4.1366576e-06 4.4421661e-06 5.31654125 42.1533 109.21946 14.595166 12.989502 3.150728 -0.050584 -6.749 0.585594 4.3514758 0.9999996 0.691038 0.7400962 0.6803416 9.02962828 11.366452 9.665268 11.216108 10.350844 9.617148 11.599944 0.005382504 0.335601 0.4957818 0.1005048 0.1116723 0.0961251 6.14398784e-06 3.761541e-06 -4.82245364e-07 3.8857676e-06 4.335484 4.063412 5.057724 9.26397676e-07 2.376849735e-06 2.149300254e-06 2.329229261e-06 1.105084139e-06
2.67348 3.7215728e-06 4.1211512e-06 4.4277346e-06 5.901197 34.87076 114.72406 14.750119 13.288332 2.042224 0.042128 -2.566952 0.51403565 4.1275477 0.9999816 0.51631572 0.6595372 0.5609854 12.099308 12.017488 12.318168 9.1359856 11.170872 11.133584 11.001248 0.2005356 0.448536 0.2419332 0.01424628 0.01326972 0.01474413 6.14350016e-06 3.7607712e-06 -4.98703268e-07 3.88864e-06 4.05182 3.879395 5.12902 9.65108926e-07 2.74865036e-06 2.490641972e-06 2.593566383e-06 1.384193306e-06
2.62225 3.6684556e-06 4.1431784e-06 4.4292901e-06 5.3777498 41.09016 109.297 15.135895 13.385114 -0.845312 -0.340072 -2.434608 0.53116815 3.9657223 0.9979548 0.6355944 0.6526684 0.6517954 12.448336 11.32014 9.476092 10.030764 9.446456 10.39766 9.2505504 0.2403906 0.462699 0.0776244 0.071313 0.01445121 0.0160569 6.14247008e-06 3.7597758e-06 -5.42978954e-07 3.8897152e-06 4.719676 3.572267 4.168588 8.68612519e-07 2.397500604e-06 2.696185855e-06 2.423600383e-06 1.29329149e-06
2.87905 3.7317948e-06 4.0659558e-06 4.4352055e-06 5.0001460718 37.62878 114.67906 14.06683 13.015528 0.838416 -0.265344 -4.166888 0.5465673 4.7041732 0.999248 0.676392 0.6522625 0.583912 10.038032 10.333204 10.239364 10.701396 9.6802 10.593792 10.478124 0.3051918 0.4305552 0.2038056 0.2264508 0.1076757 0.0473703 6.14312384e-06 3.7605174e-06 -4.74884924e-07 3.8904632e-06 4.273572 3.758807 4.828428 5.43138319e-07 2.058683381e-06 2.892036677e-06 2.876589767e-06 1.733048521e-06
